1,canned beer,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,berries,root vegetables,other vegetables,bottled water,shopping bags,,,,,,,,,,,,,,,,,
12,meat,citrus fruit,other vegetables,curd,dessert,butter milk,beverages,cream cheese,rolls/buns,brown bread,tea,bottled water,,,,,,,,,,,
3,whole milk,mustard,bottled water,,,,,,,,,,,,,,,,,,,,
8,sausage,beef,beverages,sliced cheese,rolls/buns,spices,house keeping products,flower (seeds),,,,,,,,,,,,,,,
9,frankfurter,sausage,root vegetables,butter,curd,sliced cheese,rolls/buns,salty snack,long life bakery product,,,,,,,,,,,,,,
4,meat,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,
5,root vegetables,beverages,Instant food products,pickled vegetables,detergent,,,,,,,,,,,,,,,,,,
6,root vegetables,herbs,other vegetables,whole milk,sliced cheese,rolls/buns,,,,,,,,,,,,,,,,,
4,whole milk,whipped/sour cream,semi-finished bread,margarine,,,,,,,,,,,,,,,,,,,
16,citrus fruit,whole milk,curd,dessert,yogurt,whipped/sour cream,frozen dessert,rolls/buns,salt,sugar,cereals,canned vegetables,canned fish,skin care,hygiene articles,napkins,,,,,,,
7,citrus fruit,curd,pastry,margarine,sugar,candy,newspapers,,,,,,,,,,,,,,,,
8,other vegetables,whole milk,bottled water,soda,misc. beverages,bottled beer,red/blush wine,napkins,,,,,,,,,,,,,,,
3,citrus fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,
4,sausage,oil,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,
11,frankfurter,beef,hamburger meat,grapes,root vegetables,whole milk,butter,frozen dessert,potato products,bottled water,bottled beer,,,,,,,,,,,,
4,hard cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,
4,cream cheese,rolls/buns,soda,chocolate,,,,,,,,,,,,,,,,,,,
5,turkey,beef,frozen vegetables,dishes,photo/film,,,,,,,,,,,,,,,,,,
6,pork,other vegetables,whipped/sour cream,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,
2,whole milk,beverages,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,
9,sausage,pip fruit,whole milk,curd,yogurt,sliced cheese,rolls/buns,bottled water,hygiene articles,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,
1,liquor,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,other vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
3,root vegetables,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,
11,sausage,citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,bottled water,soda,chocolate,newspapers,,,,,,,,,,,,
4,root vegetables,whole milk,pet care,detergent,,,,,,,,,,,,,,,,,,,
6,pork,berries,root vegetables,other vegetables,pastry,specialty bar,,,,,,,,,,,,,,,,,
1,pork,,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,
1,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
2,pickled vegetables,coffee,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,sausage,butter,whipped/sour cream,rolls/buns,margarine,spices,,,,,,,,,,,,,,,,
12,tropical fruit,pip fruit,onions,other vegetables,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,
6,meat,citrus fruit,berries,root vegetables,whole milk,soda,,,,,,,,,,,,,,,,,
5,frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,
3,tropical fruit,margarine,rum,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles,,,,,,,,,,,,,,,
11,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese,domestic eggs,brown bread,margarine,baking powder,waffles,,,,,,,,,,,,
11,hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,
11,chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles,,,,,,,,,,,,
7,chicken,citrus fruit,tropical fruit,root vegetables,whole milk,frozen fish,rolls/buns,,,,,,,,,,,,,,,,
8,frankfurter,citrus fruit,onions,other vegetables,whole milk,rolls/buns,sugar,soda,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,
4,turkey,pip fruit,salad dressing,pastry,,,,,,,,,,,,,,,,,,,
10,packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,
1,pasta,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,
6,sausage,whole milk,yogurt,rolls/buns,brown bread,potted plants,,,,,,,,,,,,,,,,,
5,whole milk,frozen meals,pastry,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,sugar,sauces,,,,,,,,,,,,,,,,,,,,
1,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags,,,,,,,,,,,,,,,,,,
1,sausage,,,,,,,,,,,,,,,,,,,,,,
9,chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers,,,,,,,,,,,,,,
9,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine,,,,,,,,,,,,,,
7,sausage,pork,other vegetables,dessert,yogurt,oil,soda,,,,,,,,,,,,,,,,
6,beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner,,,,,,,,,,,,,,,,,
4,citrus fruit,packaged fruit/vegetables,yogurt,bottled water,,,,,,,,,,,,,,,,,,,
2,UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,
1,candy,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,
4,beef,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,
2,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,
13,frankfurter,beef,root vegetables,curd,dessert,yogurt,soft cheese,rolls/buns,mustard,pickled vegetables,canned beer,hygiene articles,napkins,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,
5,onions,soda,chewing gum,chocolate,newspapers,,,,,,,,,,,,,,,,,,
5,tropical fruit,packaged fruit/vegetables,cream cheese,white bread,candy,,,,,,,,,,,,,,,,,,
2,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,
5,beef,white bread,pastry,pasta,soap,,,,,,,,,,,,,,,,,,
9,sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner,,,,,,,,,,,,,,
1,hair spray,,,,,,,,,,,,,,,,,,,,,,
5,chicken,whole milk,spices,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,
6,pork,citrus fruit,brown bread,pastry,sugar,cat food,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,
3,meat,hard cheese,bottled beer,,,,,,,,,,,,,,,,,,,,
4,other vegetables,yogurt,brown bread,instant coffee,,,,,,,,,,,,,,,,,,,
2,bottled water,cake bar,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,soda,salty snack,,,,,,,,,,,,,,,,,,,,
1,photo/film,,,,,,,,,,,,,,,,,,,,,,
7,sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes,,,,,,,,,,,,,,,,
2,grapes,root vegetables,,,,,,,,,,,,,,,,,,,,,
3,domestic eggs,brown bread,photo/film,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,canned fish,canned beer,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,
1,chicken,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,other vegetables,yogurt,brown bread,bottled water,,,,,,,,,,,,,,,,,,
11,berries,root vegetables,other vegetables,curd,butter milk,cream cheese,roll products,margarine,misc. beverages,specialty chocolate,detergent,,,,,,,,,,,,
2,margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,yogurt,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,
